#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010014276.1	1	3322	3058	3322	100	87.4527	33.6	59.6
JAACYQ010014329.1	1	1868	1662	1868	100	88.8009	33.4	59.7
JAACYQ010014728.1	1	1651	7876	1651	100	466.595	34.7	31.7
JAACYQ010018083.1	1	15558	16386	15558	100	104.298	34.3	59.9
MU014521.1	1	10594	12554	10585	99.915	117.511	35	57
MU014522.1	1	5293	3196	5280	99.7544	58.8092	33.3	58.2
MU014523.1	1	4022	2014	4001	99.4779	46.5527	33.8	37.8
JAACYQ010019320.1	1	10156	10408	10147	99.9114	100.65	34.5	59.6
JAACYQ010019812.1	1	1702	5994	1696	99.6475	345.329	34.8	25.3
JAACYQ010022906.1	1	15076	15457	15076	100	100.113	34	59.5
JAACYQ010023424.1	1	2505	11405	2505	100	457.868	34.9	30.6
JAACYQ010023727.1	1	3268	2405	3187	97.5214	60.4927	34.5	0.469
JAACYQ010023728.1	1	3265	2760	3265	100	67.9041	34.4	2.02
JAACYQ010023729.1	1	13005	7168	12963	99.677	54.0048	34.2	0.0766
JAACYQ010023730.1	1	13003	7177	13003	100	55.1076	34.1	0.905
JAACYQ010024025.1	1	1989	1112	1989	100	55.2559	34.4	7.97
JAACYQ010024026.1	1	2313	1334	2313	100	55.1211	33.9	14.2
JAACYQ010024027.1	1	1760	1160	1760	100	62.5341	33.7	11.6
JAACYQ010024267.1	1	1989	1124	1989	100	54.6843	34.3	7.45
JAACYQ010024268.1	1	2313	1374	2313	100	57.2317	34	13.1
JAACYQ010024269.1	1	1760	939	1760	100	52.654	33.9	7.92
JAACYQ010024452.1	1	3523	2064	3523	100	57.6968	34.9	1.39
JAACYQ010024453.1	1	4683	3060	4683	100	64.4918	34.7	0.592
JAACYQ010024454.1	1	3524	1799	3477	98.6663	50.9449	34.9	0
JAACYQ010024455.1	1	4683	2790	4667	99.6583	58.8266	34.8	0
JAACYQ010024845.1	1	12234	6384	12187	99.6158	50.8874	34.7	0.198
JAACYQ010024847.1	1	12233	7035	12233	100	56.1776	34.6	1.74
JAACYQ010024882.1	1	1978	3959	1978	100	195.932	34.9	17.8
JAACYQ010024883.1	1	1969	5129	1969	100	256.573	34.8	26.3
JAACYQ010025498.1	1	76363	39850	76299	99.9162	51.467	34.2	0.362
JAACYQ010025499.1	1	76337	42785	76337	100	55.3076	34.2	3.18
JAACYQ010025551.1	1	56328	30366	56269	99.8953	53.334	34.6	0.138
JAACYQ010025552.1	1	56323	31466	56313	99.9822	55.344	34.5	1.56
JAACYQ010025553.1	1	14142	7069	14136	99.9576	49.4042	34.3	0.0477
JAACYQ010025554.1	1	14139	7485	14132	99.9505	52.3716	34.2	2.02
JAACYQ010025555.1	1	9791	5772	9791	100	58.5172	35	0.0942
JAACYQ010025556.1	1	9792	5796	9792	100	58.5873	34.8	0.172
CM021739.1	1	26247410	30753275	26053648	99.2618	116.435	34.9	59.5
JAACYQ010010229.1	1	2478	44000	2478	100	1779.1	34.9	60
JAACYQ010012746.1	1	1384	595	1384	100	39.5145	35	52
JAACYQ010015837.1	1	6749	8677	6749	100	126.952	34.6	58.9
JAACYQ010017803.1	1	3654	3935	3654	100	107.529	34.9	60
JAACYQ010019183.1	1	15639	16326	15633	99.9616	92.8944	33.6	59.5
JAACYQ010023409.1	1	1991	37936	1991	100	1931.28	34.9	59.6
MU014524.1	1	5145	2787	5030	97.7648	52.0686	34.8	2.06
MU014525.1	1	17918	6671	12707	70.9175	35.3373	34	6.6
MU014526.1	1	11652	5496	11547	99.0989	45.4531	34.2	0.302
MU014527.1	1	5144	2811	5029	97.7644	53.8524	34.8	2.27
JAACYQ010024328.1	1	9484	5074	9484	100	53.2731	34.9	4.73
JAACYQ010024412.1	1	9526	4981	9526	100	52.1242	35	3.06
JAACYQ010024627.1	1	2784	913	2777	99.7486	32.4285	35.2	1.67
JAACYQ010024639.1	1	2789	1504	2788	99.9641	52.8663	35	15.3
CM021740.1	1	21848734	25527598	21542087	98.5965	116.186	34.9	59.6
MU014528.1	1	6546	6805	6539	99.8931	103.723	35.1	59.7
JAACYQ010016941.1	1	1377	1010	1377	100	70.1997	32.8	59.7
JAACYQ010017002.1	1	1694	1308	1694	100	61.621	31.6	45.2
JAACYQ010017635.1	1	6784	7570	6784	100	110.759	34.9	60
JAACYQ010017696.1	1	4087	4550	4082	99.8777	109.593	34.8	59.9
JAACYQ010017715.1	1	1354	963	1354	100	56.74	32.6	57.5
JAACYQ010017844.1	1	2506	11008	2506	100	383.23	35	44
JAACYQ010018095.1	1	2510	2479	2510	100	98.3721	34.4	59.9
JAACYQ010018171.1	1	4680	4926	4680	100	103.406	34.3	59.7
JAACYQ010019334.1	1	49051	60976	49023	99.9429	122.682	34.3	59.7
JAACYQ010019717.1	1	3802	3802	3802	100	97.3396	33.7	55.5
JAACYQ010020446.1	1	7591	6415	7591	100	82.4155	33.3	59.7
JAACYQ010024655.1	1	1224	1217	1170	95.5882	97.4861	35.1	55.6
CM021741.1	1	20668811	23894028	20491842	99.1438	114.965	34.9	59.6
JAACYQ010012643.1	1	1936	2043	1936	100	106.444	34.7	59.8
JAACYQ010014340.1	1	12043	14039	12043	100	115.696	34.8	59.9
JAACYQ010015632.1	1	10388	10704	10388	100	102.105	34	59.8
JAACYQ010015890.1	1	2349	2209	2335	99.404	91.4904	33.5	59.6
MU014529.1	1	1143	415	1042	91.1636	29.9606	32.5	44.5
MU014530.1	1	11506	9977	11407	99.1396	82.7029	33.1	58.1
JAACYQ010023456.1	1	20251	8946	20168	99.5901	43.4387	34.2	0.06
JAACYQ010023457.1	1	20237	10176	20237	100	49.3076	34	5.26
JAACYQ010023579.1	1	12252	14841	12252	100	120.146	35	51.2
JAACYQ010023611.1	1	1107	2566	1107	100	233.436	34.8	59.3
JAACYQ010025329.1	1	6015	2676	6007	99.867	40.1267	33.6	8.52
JAACYQ010025330.1	1	6012	2854	6012	100	42.7169	33.3	10.7
JAACYQ010025331.1	1	16528	6996	16486	99.7459	40.7827	33	18.6
JAACYQ010025332.1	1	16495	7133	16336	99.0361	41.8778	33.2	18.7
JAACYQ010025428.1	1	63302	29263	63113	99.7014	45.5106	34.4	0.59
JAACYQ010025429.1	1	63289	31271	63281	99.9874	48.7208	34.4	1.71
JAACYQ010025476.1	1	94014	53976	94014	100	56.8193	34.4	4.97
JAACYQ010025477.1	1	152327	83020	151887	99.7111	54.0857	34.5	13.3
JAACYQ010025478.1	1	93994	53278	93984	99.9894	56.1013	34.4	4.6
JAACYQ010025479.1	1	152281	83917	151804	99.6868	54.6193	34.5	13.7
JAACYQ010025481.1	1	230068	133651	229960	99.9531	57.7135	34.7	12.6
JAACYQ010025482.1	1	97783	56314	97633	99.8466	57.1916	34.7	12.6
JAACYQ010025483.1	1	97805	54616	97723	99.9162	55.4401	34.6	11.8
JAACYQ010025484.1	1	179193	108957	179077	99.9353	60.4678	34.8	12
JAACYQ010025485.1	1	24894	13181	24820	99.7027	51.9914	33.9	14
JAACYQ010025486.1	1	24966	12964	24910	99.7757	50.9695	34	15.1
JAACYQ010025489.1	1	75965	44419	75938	99.9645	57.7681	34.7	11.1
JAACYQ010025491.1	1	75942	43864	75879	99.917	57.0488	34.8	10.7
JAACYQ010025493.1	1	50853	26279	50828	99.9508	51.0917	34.2	15.1
CM021742.1	1	21755569	24987344	21239512	97.6279	114.21	34.9	59.5
JAACYQ010010241.1	1	2870	6520	2870	100	227.91	34.3	57.6
JAACYQ010010590.1	1	116561	129294	116554	99.994	109.563	34.2	59.7
JAACYQ010010883.1	1	13047	29162	13047	100	221.195	34.5	51.5
JAACYQ010014776.1	1	27798	38657	27798	100	138.445	34.9	60
JAACYQ010015120.1	1	9336	10547	9336	100	111.434	34.7	59.9
JAACYQ010015854.1	1	45348	63413	45348	100	139.165	34.8	60
JAACYQ010017593.1	1	4294	4398	4294	100	100.136	34.8	58.5
JAACYQ010017628.1	1	1833	2642	1833	100	83.1211	34.2	55
MU014531.1	1	3703	49750	3608	97.4345	1323.63	34.6	37.6
JAACYQ010018714.1	1	9790	5802	9784	99.9387	58.488	34.9	2.16
JAACYQ010019357.1	1	79122	89561	79122	100	112.061	34.6	59.9
JAACYQ010019418.1	1	1275	4362	1275	100	342.345	34	59.4
JAACYQ010019900.1	1	2164	3581	2163	99.9538	154.692	34.5	12.8
JAACYQ010020973.1	1	1201	3594	1201	100	295.525	33.8	59.7
JAACYQ010023521.1	1	4035	4459	4025	99.7522	108.949	35.1	59.6
MU014532.1	1	12399	7590	11990	96.7013	60.6954	34.7	0.878
MU014533.1	1	12401	7437	12001	96.7745	58.851	34.7	0.114
JAACYQ010023757.1	1	3121	1878	3121	100	58.388	34.5	2.99
JAACYQ010023758.1	1	3122	1546	3080	98.6547	49.9379	34.3	0.0142
JAACYQ010023823.1	1	26229	14484	26229	100	54.643	34.5	2.27
JAACYQ010023824.1	1	26235	14178	26217	99.9314	53.4095	34.5	0.264
JAACYQ010023825.1	1	7658	4070	7658	100	52.7964	34.6	0.411
JAACYQ010023826.1	1	7659	3999	7659	100	51.8937	34.5	0.1
JAACYQ010024305.1	1	8550	4568	8543	99.9181	53.0796	35	1.56
JAACYQ010025571.1	1	52416	27321	52315	99.8073	51.5445	34.6	0.407
JAACYQ010025572.1	1	52408	28793	52402	99.9886	54.4519	34.6	2.65
JAACYQ010025587.1	1	75242	41680	75176	99.9123	54.6493	34.8	0.0943
JAACYQ010025588.1	1	75226	42854	75225	99.9987	56.1812	34.7	1.49
JAACYQ010025589.1	1	14005	7363	13962	99.693	52.3307	34.7	0
JAACYQ010025590.1	1	14004	7608	13989	99.8929	53.8196	34.7	0.565
CM021743.1	1	19691408	22432669	19410915	98.5756	113.209	34.9	59.5
JAACYQ010010939.1	1	49019	47060	49019	100	93.9966	33.7	59.3
JAACYQ010013057.1	1	1049	1506	1049	100	140.403	34.9	47.8
JAACYQ010013067.1	1	3240	3572	3240	100	109.464	34.8	43
JAACYQ010013104.1	1	10897	13350	10897	100	119.034	35	52.7
JAACYQ010013114.1	1	6723	9142	6723	100	130.905	34.7	54.2
JAACYQ010013307.1	1	1364	1723	1363	99.9267	125.004	35	1.11
MU014534.1	1	797	733	699	87.7039	49.0577	32.5	35
JAACYQ010014262.1	1	6830	7474	6830	100	108.637	34.9	59.9
JAACYQ010014654.1	1	2583	3364	2583	100	126.702	35.2	58.6
JAACYQ010014659.1	1	12424	15538	12424	100	122.478	34.8	52.5
JAACYQ010015831.1	1	3998	4250	3983	99.6248	65.0918	32.1	30
JAACYQ010016053.1	1	1490	840	1490	100	41.0268	30.9	14.7
JAACYQ010016200.1	1	1491	334	1483	99.4634	20.4567	32.1	13
MU014535.1	1	3006	3505	2904	96.6068	115.915	35.1	10.6
JAACYQ010017468.1	1	1870	1895	1870	100	97.3508	34.8	23.1
MU014536.1	1	1830	13862	1818	99.3443	752.059	35.1	29.1
JAACYQ010021487.1	1	7063	6901	7063	100	97.3637	34.9	55.4
JAACYQ010023473.1	1	17059	9361	17059	100	54.0076	34.6	0.11
JAACYQ010023474.1	1	17057	9558	17057	100	55.0492	34.6	0.359
JAACYQ010023475.1	1	10981	6481	10981	100	58.3223	34.3	0.11
JAACYQ010023476.1	1	10980	6349	10980	100	57.4027	34.4	0.154
JAACYQ010024127.1	1	9544	5699	9544	100	59.3363	34.9	0.253
JAACYQ010024128.1	1	6828	3722	6795	99.5167	53.7419	34.9	0.0382
JAACYQ010024129.1	1	9545	5400	9545	100	55.85	34.9	0.23
JAACYQ010024130.1	1	6826	4317	6826	100	57.4537	34.7	3.49
JAACYQ010024851.1	1	2301	93964	2301	100	4073.32	35	32.8
JAACYQ010024852.1	1	2291	89269	2291	100	3877.76	35.1	35.1
JAACYQ010024996.1	1	9518	5492	9516	99.979	57.3325	35	7.61
JAACYQ010024997.1	1	9520	5069	9517	99.9685	52.8491	35	7.4
JAACYQ010025074.1	1	49361	26596	49359	99.9959	53.3326	34.6	0.298
MU014537.1	1	29454	15222	29294	99.4568	51.0484	34.5	0.7
MU014538.1	1	29448	15879	29340	99.6333	53.4874	34.4	2.23
JAACYQ010025079.1	1	49349	27874	49349	100	55.8683	34.6	2.09
JAACYQ010025385.1	1	1514	568	1514	100	35.5159	32.5	3.89
JAACYQ010025386.1	1	1517	499	1456	95.9789	28.9776	32.6	3.01
CM021744.1	1	17592015	20620339	17456618	99.2303	116.5	34.9	59.6
JAACYQ010013118.1	1	2587	2894	2587	100	112.624	35.1	59.9
JAACYQ010013125.1	1	3686	1845	3686	100	49.3985	35	42.3
MU014539.1	1	1876	868	1721	91.7377	42.8044	34.3	20.4
JAACYQ010015103.1	1	1474	510	1369	92.8765	33.0875	32	45
MU014540.1	1	1807	870	1710	94.632	46.9978	34.3	20.7
JAACYQ010015547.1	1	8469	8130	8469	100	95.1334	35	59.5
JAACYQ010016901.1	1	1002	1050	1002	100	99.2465	34.4	59.7
MU014541.1	1	1847	2136	1839	99.5669	98.0709	34.1	45.8
JAACYQ010017700.1	1	1400	1105	1400	100	77.6671	33.1	59.8
JAACYQ010018221.1	1	12490	14135	12490	100	112.187	34.3	59.9
JAACYQ010019174.1	1	4194	4295	4192	99.9523	98.9101	35.1	43.7
JAACYQ010020160.1	1	3150	3312	3150	100	103.383	33.7	59.8
JAACYQ010021470.1	1	10765	10136	10765	100	89.3743	33.3	57.2
JAACYQ010023583.1	1	4300	10357	4300	100	232.383	34.9	14.3
JAACYQ010023601.1	1	4764	12884	4764	100	270.328	34.7	22.7
JAACYQ010023663.1	1	10113	5816	10092	99.7923	57.22	35	5.4
JAACYQ010023764.1	1	12970	10307	12970	100	79.074	34.9	16.4
JAACYQ010023795.1	1	12969	5484	12636	97.4323	42.0615	35	0.324
JAACYQ010023799.1	1	10114	5771	10114	100	56.7742	34.9	3.83
JAACYQ010023987.1	1	5600	3270	5594	99.8929	58.0104	35.1	10
JAACYQ010023988.1	1	6343	3866	6343	100	60.7326	35.1	14.8
JAACYQ010024051.1	1	6350	3230	6350	100	50.5424	35	8.32
CM021745.1	1	14984233	17940611	14887521	99.3546	118.937	34.9	59.4
JAACYQ010012430.1	1	1314	10479	1314	100	788.631	35.1	13.7
JAACYQ010012629.1	1	2354	1160	2354	100	48.7489	34.8	36.6
JAACYQ010012642.1	1	3949	1719	3948	99.9747	43.0565	35.2	43.7
JAACYQ010012683.1	1	2586	2783	2586	100	104.841	34.7	56
JAACYQ010012920.1	1	2658	55472	2658	100	2021.12	34.9	23.2
JAACYQ010013186.1	1	8779	4242	8779	100	48.0483	35	47.2
MU014542.1	1	1246	2671	1150	92.2953	191.774	33.7	13.6
JAACYQ010014480.1	1	1028	95996	1028	100	9283.39	35.1	11.3
JAACYQ010014528.1	1	1485	22676	1485	100	1536.26	35	38.2
JAACYQ010014899.1	1	7317	3230	7317	100	43.5463	35	43.1
MU014543.1	1	1881	11735	1787	95.0027	562.251	34.2	15.4
JAACYQ010015444.1	1	1843	25868	1843	100	1380.15	35	25.4
JAACYQ010015540.1	1	1877	7121	1877	100	373.586	35	13.9
JAACYQ010016139.1	1	1146	776	1143	99.7382	67.9049	35.1	24.2
JAACYQ010016346.1	1	1410	3936	1410	100	248.689	35.1	3.37
MU014544.1	1	2134	24991	2035	95.3608	1171.47	35	28.3
JAACYQ010016821.1	1	2481	3971	2481	100	157.975	35.1	16.9
JAACYQ010016842.1	1	3602	12583	3602	100	333.942	35.1	15.5
MU014545.1	1	1791	98372	1694	94.584	5289.48	34.9	22.2
MU014546.1	1	3623	3766	3615	99.7792	103.701	35	49
JAACYQ010019423.1	1	5615	2898	5613	99.9644	51.3834	35.1	11.1
MU014547.1	1	3639	3638	3544	97.3894	98.9261	35	7.87
JAACYQ010020100.1	1	3676	55763	3676	100	1506.6	35.1	7.76
JAACYQ010020236.1	1	7232	21761	7232	100	300.144	35	6.41
JAACYQ010020922.1	1	9674	6021	9674	100	60.7988	35	33.5
JAACYQ010023942.1	1	5801	13827	5801	100	238.493	35	32.8
JAACYQ010024118.1	1	9162	5107	9162	100	55.4021	34.9	1.97
JAACYQ010024138.1	1	9162	4982	9159	99.9673	53.949	34.9	0.0369
JAACYQ010024661.1	1	8180	6954	8180	100	84.5894	35.1	15.6
JAACYQ010024937.1	1	6212	6382	6212	100	102.189	35.1	9.63
JAACYQ010025506.1	1	54202	26490	53871	99.3893	48.1023	34.4	0.206
JAACYQ010025507.1	1	54181	30604	54007	99.6789	55.5893	34.3	4.22
JAACYQ010025508.1	1	30014	13823	29956	99.8068	44.7608	33.9	0.197
JAACYQ010025509.1	1	30000	15790	29996	99.9867	51.393	33.7	4.25
JAACYQ010025510.1	1	21079	17060	21076	99.9858	73.8547	34.6	0.932
JAACYQ010025511.1	1	21084	16855	21022	99.7059	72.7028	34.5	0.0813
CM021746.1	1	264531	246284	222843	84.2408	91.5857	34.4	59.1
MU014548.1	1	66843	50635	46607	69.7261	71.4034	33.8	55.7
JAACYQ010018152.1	1	3122	2710	3122	100	86.753	34.5	59.8
JAACYQ010018888.1	1	4640	5213	4640	100	108.864	34.6	59.8
JAACYQ010020143.1	1	1463	2997	1463	100	205.715	34.1	59.8
JAACYQ010020923.1	1	10961	10783	10961	100	97.411	34.5	59.7
CM021747.1	1	11470945	13590662	11323307	98.7129	117.685	34.8	59.6
JAACYQ010018406.1	1	6821	7170	6821	100	103.274	33.6	59.4
JAACYQ010020249.1	1	3527	12736	3527	100	354.592	34.2	21.4
MU014549.1	1	95196	126278	94712	99.4916	131.754	34.8	59.9
JAACYQ010023903.1	1	2206	1086	2206	100	48.6079	34.4	0
JAACYQ010024155.1	1	17365	10505	17342	99.8675	60.2498	35	2.08
JAACYQ010024179.1	1	15362	11924	15358	99.974	77.3645	35.1	7.58
JAACYQ010024180.1	1	2026	687	2013	99.3583	33.5503	35.1	0.0961
JAACYQ010024181.1	1	2026	872	2026	100	42.5819	35.4	8.79
JAACYQ010024206.1	1	2205	1221	2205	100	53.9764	34.6	5.58
JAACYQ010025512.1	1	94040	55803	94036	99.9957	58.7959	34.5	2.12
JAACYQ010025513.1	1	47524	26833	47458	99.8611	55.9782	34.6	0.455
JAACYQ010025514.1	1	46010	26179	45947	99.8631	56.3749	34.5	0.124
JAACYQ010025515.1	1	3784	2221	3784	100	58.1657	35	1.67
JAACYQ010025516.1	1	3785	2089	3742	98.8639	54.7815	34.8	0
JAACYQ010025645.1	1	40243	19960	40215	99.9304	48.7225	34.1	0.173
JAACYQ010025646.1	1	79539	44228	79533	99.9925	55.2902	34.6	0.097
JAACYQ010025647.1	1	40230	21967	40230	100	53.7246	34	3.07
JAACYQ010025648.1	1	71456	37381	71394	99.9132	51.745	34.4	0.121
JAACYQ010025649.1	1	71441	39227	71405	99.9496	54.294	34.4	1.82
JAACYQ010025650.1	1	46534	24410	46405	99.7228	51.6586	34.4	0.185
JAACYQ010025652.1	1	79527	46217	79527	100	57.7495	34.6	1.52
JAACYQ010025654.1	1	46522	25989	46504	99.9613	55.0807	34.4	2.27
CM021748.1	1	12892909	14922942	12602785	97.7497	114.985	34.8	59.5
MU014550.1	1	2506	1823	2458	98.0846	70.508	33.6	58.1
JAACYQ010014902.1	1	2887	3019	2887	100	103.685	35	56.6
JAACYQ010015738.1	1	1025	559	1024	99.9024	53.9834	34.7	22.4
JAACYQ010016041.1	1	1386	1555	1386	100	101.203	34.3	57.4
JAACYQ010020972.1	1	4498	3921	4498	100	84.47	33.1	59.4
JAACYQ010022950.1	1	34625	34632	34625	100	98.3142	33.9	59.5
JAACYQ010025345.1	1	6022	2411	6012	99.8339	37.7094	32.8	14.6
JAACYQ010025346.1	1	6036	2061	6036	100	31.7136	32.8	12.8
JAACYQ010025347.1	1	1289	584	1289	100	41.5438	33.1	17.2
JAACYQ010025348.1	1	1289	469	1289	100	28.398	33.5	6.15
JAACYQ010025661.1	1	61312	32158	61273	99.9364	51.559	34.5	0.0283
JAACYQ010025662.1	1	61308	33004	61308	100	53.1175	34.5	0.961
JAACYQ010025663.1	1	61246	32023	61205	99.9331	51.7825	34.6	0.254
JAACYQ010025664.1	1	61235	33736	61235	100	54.6195	34.5	2.32
CM021749.1	1	11815658	14184152	11722727	99.2135	119.278	34.8	59.7
JAACYQ010010944.1	1	13190	11867	13190	100	86.9821	33.3	59.1
JAACYQ010013831.1	1	985	424	964	97.868	37.4396	33.3	52.4
JAACYQ010013982.1	1	641	641	641	100	43.2902	33.5	16.6
JAACYQ010016732.1	1	17941	21622	17941	100	119.896	34.4	60
JAACYQ010017662.1	1	1378	1535	1378	100	76.4884	29.7	34.8
JAACYQ010024799.1	1	17438	9615	17387	99.7075	54.5834	34.9	0.779
JAACYQ010024800.1	1	17438	9730	17438	100	55.4746	35	1.35
JAACYQ010024801.1	1	4369	2461	4369	100	55.8194	34.7	1.46
JAACYQ010024802.1	1	4369	2227	4369	100	50.4619	34.9	0.00898
JAACYQ010025665.1	1	37634	18249	37626	99.9787	47.678	34.1	0.181
JAACYQ010025666.1	1	37623	19944	37623	100	51.9748	34	2.95
JAACYQ010025667.1	1	5046	2615	5007	99.2271	50.283	34.3	0.402
JAACYQ010025668.1	1	5045	2768	5045	100	54.1483	34.2	1.09
CM021750.1	1	15803457	18638605	15747854	99.6482	117.198	34.9	59.4
JAACYQ010010045.1	1	32158	36377	32158	100	109.898	33.5	59.3
JAACYQ010010244.1	1	19630	43215	19630	100	217.496	34.8	59.4
JAACYQ010014589.1	1	7435	9314	7399	99.5158	123.631	34	59.9
JAACYQ010018070.1	1	4285	4607	4285	100	107.141	34.8	59.3
JAACYQ010018393.1	1	2459	3159	2458	99.9593	102.131	34.1	12.6
JAACYQ010018961.1	1	3379	12262	3379	100	345.567	34.2	37.7
JAACYQ010019302.1	1	4872	7839	4872	100	160.144	35	42.5
JAACYQ010025599.1	1	82750	45066	82637	99.8634	53.9901	34.5	0.0192
JAACYQ010025600.1	1	82733	48126	82718	99.9819	57.6678	34.5	2.04
JAACYQ010025601.1	1	29260	16734	29260	100	56.6011	34.8	0.127
JAACYQ010025602.1	1	29257	16969	29257	100	57.5821	34.8	0.9
JAACYQ010025603.1	1	26295	15025	26292	99.9886	56.6667	34.7	0.0912
JAACYQ010025604.1	1	26290	15643	26290	100	58.9604	34.6	1.54
CM021751.1	1	8397935	10057267	8306743	98.9141	118.919	34.8	59.5
JAACYQ010012374.1	1	1026	3019	1025	99.9025	291.144	35.3	0.48
MU014551.1	1	733	440	633	86.3574	34.3302	32.7	48.7
JAACYQ010014230.1	1	1896	1621	1896	100	83.0622	33.9	57.7
JAACYQ010014707.1	1	1055	442	1038	98.3886	36.3374	33.9	31.3
JAACYQ010015706.1	1	2091	6461	2091	100	269.874	34.7	19.1
MU014552.1	1	2596	4106	2566	98.8444	165.31	34.5	43
JAACYQ010018984.1	1	17277	19760	17277	100	112.255	34	59.7
MU014553.1	1	34373	16898	34194	99.4792	48.1254	34	1.43
JAACYQ010020965.1	1	7728	6797	7728	100	86.4939	34.2	59.5
JAACYQ010025680.1	1	62590	31801	62551	99.9377	50.2471	34.3	0.0943
JAACYQ010025681.1	1	62576	33929	62576	100	53.6419	34.3	2.17
JAACYQ010025682.1	1	18509	9900	18467	99.7731	53.0971	34.6	0.0498
JAACYQ010025683.1	1	18507	10229	18505	99.9892	54.8179	34.6	0.71
CM021752.1	1	5558834	6249220	5151651	92.675	111.565	34.8	59.5
JAACYQ010004109.1	1	3458	191791	3458	100	5507.02	35	9.91
MU014554.1	1	97589	112221	97093	99.4917	113.21	34.2	59.6
JAACYQ010012442.1	1	1902	37742	1902	100	1961.63	34.7	30.9
JAACYQ010012580.1	1	1583	14225	1583	100	890.718	35.1	10.7
JAACYQ010012656.1	1	1445	15723	1445	100	1077.33	35.2	8.67
JAACYQ010012763.1	1	2992	3781	2992	100	118.078	34.1	43.8
JAACYQ010012928.1	1	2015	8183	2015	100	399.672	35	17
JAACYQ010012936.1	1	1929	4212	1929	100	215.171	35	26.9
JAACYQ010013120.1	1	1889	4664	1889	100	234.791	33.4	34.7
MU014555.1	1	1828	35706	1731	94.6937	1890.91	34.8	40.9
JAACYQ010013773.1	1	703	1814	703	100	177.051	34.9	50.2
MU014556.1	1	2704	7234	2500	92.4556	264.239	35.4	15.7
JAACYQ010014566.1	1	3350	23940	3350	100	703.745	35.2	10.8
JAACYQ010014716.1	1	1640	1597	1640	100	95.4659	35	41.4
JAACYQ010014823.1	1	1538	20399	1538	100	1315.73	35.1	3.91
JAACYQ010014824.1	1	1993	1023	1975	99.0968	47.6839	34.6	9.98
JAACYQ010014906.1	1	1518	25241	1518	100	1645.59	35.1	14.1
JAACYQ010014920.1	1	2969	14580	2969	100	484.284	34.8	9.92
MU014557.1	1	1392	3252	1295	93.0316	229.151	35.2	19.9
MU014558.1	1	1196	2746	1098	91.806	224.576	34.6	6.62
MU014559.1	1	1758	18623	1661	94.4824	1048.32	34.7	11.5
JAACYQ010015153.1	1	1011	6787	1011	100	665.941	35.3	5.14
JAACYQ010015604.1	1	1317	12718	1310	99.4685	956.308	35.4	4.62
JAACYQ010015878.1	1	2468	15044	2468	100	582.059	34.6	13.3
JAACYQ010015900.1	1	1405	20209	1405	100	1417.07	34.7	22.4
JAACYQ010015921.1	1	1439	1338	1426	99.0966	64.5782	31.7	32.6
JAACYQ010016143.1	1	1801	21285	1801	100	1177.89	34.9	12.1
MU014560.1	1	1494	6022	1395	93.3735	362.38	33.7	15.5
MU014561.1	1	1667	4652	1567	94.0012	273.771	35.1	8.34
JAACYQ010016633.1	1	1438	21580	1433	99.6523	1460.4	33.9	34.3
JAACYQ010016789.1	1	2194	12028	2194	100	533.403	34.5	34.1
JAACYQ010016868.1	1	3057	3529	3049	99.7383	111.892	35.1	29.3
JAACYQ010017016.1	1	1586	1848	1586	100	93.7245	34.2	52.2
JAACYQ010017090.1	1	1820	3590	1820	100	189.888	34.2	34.9
JAACYQ010017106.1	1	4520	2559	4499	99.5354	55.7361	35.1	0.119
JAACYQ010017179.1	1	1850	20850	1850	100	1114.52	34.4	14.7
JAACYQ010017193.1	1	3955	4923	3955	100	114.904	34.4	44.9
MU014562.1	1	2510	21888	2502	99.6813	861.976	35.2	13.1
JAACYQ010017640.1	1	2677	11801	2677	100	411.774	33.9	25.9
JAACYQ010017690.1	1	1543	18806	1543	100	1198.78	34.2	26.2
MU014563.1	1	3385	212959	3278	96.839	6240.92	34.8	20.3
JAACYQ010017904.1	1	1766	19019	1766	100	1066.77	34.8	16
JAACYQ010018183.1	1	3982	10416	3982	100	249.921	34	26.4
JAACYQ010018256.1	1	1356	1573	1356	100	105.417	34.3	55.7
JAACYQ010018299.1	1	1871	30737	1871	100	1639.86	35.1	2.62
JAACYQ010018952.1	1	2080	14259	2080	100	680.012	35.1	8.5
JAACYQ010019060.1	1	2526	58249	2526	100	2282.81	34.9	11.8
JAACYQ010019066.1	1	2611	6236	2611	100	221.067	34.1	30.1
MU014564.1	1	10361	3595	10253	98.9576	33.1898	33.3	7.47
JAACYQ010023810.1	1	7292	2515	7292	100	32.4749	33.2	12.9
MU014565.1	1	10345	3776	10245	99.0333	35.0573	33.3	9.55
JAACYQ010023830.1	1	7295	2540	7248	99.3557	33.5337	33.2	16.8
MU014566.1	1	1524	5970	1427	93.6352	376.952	34.5	16.8
CM021753.1	1	7050125	8355955	6950018	98.5801	117.545	34.7	59.7
JAACYQ010012957.1	1	1639	36589	1639	100	2222.33	34.8	36.9
MU014567.1	1	1391	2090	1388	99.7843	81.3084	33.2	28
JAACYQ010014822.1	1	1879	38606	1879	100	2040.92	35	21.6
JAACYQ010015339.1	1	1520	13755	1520	100	894.722	35.1	7.45
MU014568.1	1	1610	5128	1514	94.0373	312.109	34.9	16.3
JAACYQ010015593.1	1	1221	526	1221	100	33.8108	32	53.3
