#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010025449.1	1	16385	9166	16385	100	55.8047	35.1	6.92
JAACYQ010025450.1	1	21626	13255	21626	100	60.8999	34.8	3.88
JAACYQ010025451.1	1	24969	14300	24963	99.976	56.9746	35	6.89
JAACYQ010025452.1	1	24959	14129	24934	99.8998	56.2246	35	6.38
JAACYQ010025453.1	1	47218	27438	47172	99.9026	57.8388	35.1	10.2
JAACYQ010025454.1	1	44283	25132	44282	99.9977	56.4939	35	7.14
JAACYQ010025455.1	1	20213	11841	20210	99.9852	58.0202	35.1	6.81
JAACYQ010025456.1	1	16402	9756	16401	99.9939	59.3186	35.1	7.63
JAACYQ010025457.1	1	44275	26676	44271	99.991	59.9938	35	8.75
JAACYQ010025458.1	1	26798	15829	26787	99.959	58.3302	35.1	7.61
JAACYQ010025459.1	1	47230	29615	47199	99.9344	62.4499	35	12.7
JAACYQ010025460.1	1	20212	13051	20209	99.9852	64.0779	35	8.62
JAACYQ010025461.1	1	17102	10358	17032	99.5907	60.2733	35	11.3
JAACYQ010025462.1	1	22882	14566	22882	100	63.2232	35	12.7
JAACYQ010025463.1	1	26816	17403	26816	100	64.2265	35	9.38
JAACYQ010025464.1	1	22892	13636	22892	100	59.2106	35	10.9
JAACYQ010025465.1	1	21626	11860	21598	99.8705	54.4151	34.8	0.792
JAACYQ010025466.1	1	9667	4777	9667	100	49.1611	35	6.32
JAACYQ010025467.1	1	8991	4840	8968	99.7442	53.4857	35	5.9
JAACYQ010025468.1	1	4837	3156	4837	100	64.3653	35.2	5.36
JAACYQ010025469.1	1	9672	6376	9672	100	65.736	35.1	13.9
JAACYQ010025470.1	1	8991	4900	8956	99.6107	54.1493	35.1	6.12
JAACYQ010025471.1	1	4838	2274	4835	99.938	46.5327	35	0.0616
JAACYQ010025500.1	1	48991	26195	48991	100	52.954	34.4	0.95
JAACYQ010025501.1	1	48992	25961	48945	99.9041	52.5208	34.5	0.784
JAACYQ010025502.1	1	2033	589	2027	99.7049	28.3005	33.5	2.99
JAACYQ010025503.1	1	2034	557	1991	97.8859	23.8663	33.8	0
JAACYQ010025517.1	1	8176	3011	8096	99.0215	35.8113	33.3	1.39
JAACYQ010025518.1	1	50655	22848	50581	99.8539	44.3426	34	1.2
JAACYQ010025519.1	1	50699	24093	50687	99.9763	46.7596	34	2.26
JAACYQ010025520.1	1	8174	2970	8173	99.9878	35.565	33.4	0.503
JAACYQ010025521.1	1	35457	16699	35405	99.8533	46.6487	34.2	0.472
JAACYQ010025522.1	1	57995	28428	57976	99.9672	48.6263	34.4	0.0555
JAACYQ010025523.1	1	57985	29468	57983	99.9966	50.4218	34.3	1.4
JAACYQ010025524.1	1	13800	6868	13799	99.9928	49.458	34.5	0.15
JAACYQ010025525.1	1	36031	18963	36029	99.9944	52.1023	34.1	4.44
JAACYQ010025526.1	1	32394	15899	32109	99.1202	48.2448	34.4	0.333
JAACYQ010025527.1	1	32396	16388	32221	99.4598	49.6724	34.3	1.23
JAACYQ010025528.1	1	13798	7723	13798	100	55.4862	34.4	3.17
JAACYQ010025591.1	1	63224	33336	63155	99.8909	52.3335	34.7	0.234
JAACYQ010025592.1	1	24036	11959	23906	99.4591	48.4989	34.4	0.508
JAACYQ010025593.1	1	24027	13505	24013	99.9417	54.841	34.2	4.65
JAACYQ010025594.1	1	63208	35734	63142	99.8956	56.113	34.6	3.15
JAACYQ010025595.1	1	40858	22875	40811	99.885	55.7519	34.9	0.152
JAACYQ010025596.1	1	40852	23698	40852	100	57.7339	34.9	1.44
JAACYQ010025597.1	1	23888	13348	23888	100	55.4753	34.9	0.134
JAACYQ010025598.1	1	23888	13517	23888	100	56.2855	34.9	0.0816
CM021735.1	1	64286552	77960096	63453649	98.7044	120.634	35	59.3
MU014489.1	1	35872	724380	35777	99.7352	2010.73	35.1	33.3
JAACYQ010010132.1	1	1534	12279	1534	100	802.305	33.4	59.9
MU014490.1	1	18112	154625	17917	98.9234	850.115	35.1	15.9
MU014491.1	1	29209	25029	29201	99.9726	83.2922	33.3	59.5
JAACYQ010010235.1	1	3501	19563	3501	100	556.899	35.1	20.5
MU014492.1	1	26980	110302	26872	99.5997	406.355	35.2	26.8
MU014493.1	1	29950	170756	29755	99.3489	566.489	35.1	25.9
JAACYQ010012307.1	1	1679	1818	1679	100	109.225	35.1	59.9
JAACYQ010012400.1	1	5005	5331	5005	100	105.919	35.1	60
JAACYQ010012480.1	1	1935	2544	1935	100	127.252	34.9	53.5
JAACYQ010012804.1	1	6936	7795	6936	100	112.013	35.1	59.8
JAACYQ010012950.1	1	7535	9407	7535	100	123.234	34.6	51.2
JAACYQ010012955.1	1	5846	6415	5846	100	109.067	34.9	59
JAACYQ010012966.1	1	1111	1375	1104	99.3699	120.67	35.2	6.04
JAACYQ010013193.1	1	3443	3899	3443	100	113.302	35	51.4
JAACYQ010013278.1	1	2474	2378	2474	100	95.8658	35	56
MU014494.1	1	5132	15352	5000	97.4279	297.056	35.1	24.7
JAACYQ010014194.1	1	1500	7342	1500	100	479.004	35	16.9
JAACYQ010014223.1	1	6488	7658	6457	99.5222	115.507	34.8	56.8
JAACYQ010014225.1	1	6499	6669	6499	100	101.689	35	59.4
JAACYQ010014226.1	1	7418	8234	7418	100	110.845	35.1	59.6
JAACYQ010014533.1	1	1675	2777	1673	99.8806	163.294	35	24.2
JAACYQ010014660.1	1	1655	1562	1655	100	94.7003	34.9	59.2
JAACYQ010014680.1	1	2057	1930	2056	99.9514	92.1974	34.9	59.1
JAACYQ010014921.1	1	4878	12036	2385	48.893	232.815	35	44
JAACYQ010015005.1	1	1196	13737	1196	100	1139.96	34.9	59
JAACYQ010015091.1	1	1687	4387	1687	100	245.352	35.2	20.3
MU014495.1	1	11895	91612	11796	99.1677	768.46	35	3.21
JAACYQ010015352.1	1	1076	1055	1075	99.9071	97.4805	35	1.62
MU014496.1	1	8556	9073	8556	100	105.207	35	59.4
JAACYQ010015466.1	1	7221	8732	7221	100	120.273	35	59.6
JAACYQ010015553.1	1	1304	5373	1304	100	410.131	35.1	1.61
JAACYQ010015585.1	1	2678	2932	2678	100	105.594	34.5	59.6
JAACYQ010015822.1	1	5568	7277	5568	100	130.238	34.9	59.7
JAACYQ010015846.1	1	4242	5351	4242	100	124.413	34.8	59.9
JAACYQ010016267.1	1	2688	15829	2688	100	558.391	34.9	37.5
MU014497.1	1	9478	31264	9378	98.9449	327.705	35	17.7
MU014498.1	1	9799	32552	9704	99.0305	330.371	35	21.8
MU014499.1	1	7198	19605	7103	98.6802	270.818	35.1	27.3
JAACYQ010016870.1	1	3079	26574	3079	100	861.125	35.2	27.8
MU014500.1	1	7975	5500	7610	95.4232	66.1532	34	58.5
JAACYQ010016974.1	1	2152	2171	2152	100	102.239	34.8	58.9
JAACYQ010017131.1	1	4821	17758	4821	100	366.331	35.2	26
JAACYQ010017586.1	1	6751	6950	6751	100	102.731	35.1	59.3
JAACYQ010018147.1	1	6509	6488	6509	100	98.9183	35	58.4
JAACYQ010018182.1	1	6480	6959	6480	100	107.189	35.1	59.9
JAACYQ010018195.1	1	7873	1732	2698	34.269	18.725	34.9	29.2
JAACYQ010018272.1	1	2513	2540	2484	98.846	98.6725	35.1	36.9
JAACYQ010018374.1	1	6010	22820	6010	100	376.679	35.1	12.1
JAACYQ010018442.1	1	22157	23724	22157	100	106.679	35.1	59.2
JAACYQ010018539.1	1	13234	18508	13234	100	139.485	35	42.4
MU014501.1	1	7549	18344	7452	98.7151	241.6	35.2	28.3
MU014502.1	1	9088	105660	8991	98.9327	1155.68	35	12.3
MU014503.1	1	14089	38970	14083	99.9574	274.736	35.1	25.3
JAACYQ010018853.1	1	2850	22149	2850	100	776.19	35	34.4
MU014504.1	1	10547	10236	10443	99.0139	96.1115	34.9	59.6
JAACYQ010019130.1	1	1836	22795	1836	100	1227.14	34.8	23.5
JAACYQ010019336.1	1	3401	9392	3399	99.9412	275.478	35.2	5.66
JAACYQ010019461.1	1	1081	2931	1081	100	233.191	35.3	41.2
JAACYQ010019547.1	1	6316	47848	6316	100	759.242	35.1	7
MU014505.1	1	3048	7350	3040	99.7375	239.644	35.1	17
JAACYQ010019638.1	1	5356	17665	5356	100	326.712	35.1	21.9
JAACYQ010019672.1	1	9241	11435	9241	100	123.141	35.1	49.4
JAACYQ010019758.1	1	1408	3691	1408	100	256.308	35.2	6.25
JAACYQ010019932.1	1	17697	68717	17697	100	385.596	35.1	21.5
JAACYQ010019941.1	1	2014	17840	2014	100	890.714	35.1	25.9
JAACYQ010020000.1	1	8812	9903	8812	100	111.767	35.1	59.6
JAACYQ010020013.1	1	1717	6362	1717	100	365.437	35.1	28
JAACYQ010020055.1	1	2742	10097	2741	99.9635	365.763	35.2	4.99
JAACYQ010020086.1	1	5288	83602	5279	99.8298	1572.88	35.1	26.8
MU014506.1	1	3205	9926	3194	99.6568	308.191	35.1	12.8
JAACYQ010020357.1	1	5515	9243	5515	100	165.127	34.9	43.5
JAACYQ010020381.1	1	2671	13369	2671	100	490.638	35.1	5.93
JAACYQ010020385.1	1	5215	31094	5215	100	596.417	35.2	21.2
JAACYQ010020432.1	1	8340	40248	8340	100	479.085	35.1	18.7
JAACYQ010020441.1	1	6291	5529	6291	100	84.5745	33.3	59.5
JAACYQ010020507.1	1	11391	36620	11391	100	319.687	35.1	20.6
JAACYQ010020833.1	1	2557	7326	2557	100	283.803	35.1	18.1
JAACYQ010020904.1	1	15673	55644	15673	100	352.77	35.1	18.9
JAACYQ010020964.1	1	12237	31937	12236	99.9918	259.365	35	22.1
JAACYQ010021497.1	1	19692	233675	19692	100	1182.06	35.1	20
JAACYQ010021515.1	1	40750	123803	40750	100	301.374	35.1	22.6
JAACYQ010022946.1	1	21929	150863	21929	100	683.263	35.1	27.6
MU014507.1	1	2264	12694	2241	98.9841	555.295	35.1	21.1
JAACYQ010023391.1	1	18319	91865	18319	100	499.051	35.1	20.8
JAACYQ010023443.1	1	2273	15079	2273	100	661.663	35.2	11.8
JAACYQ010023464.1	1	2301	9859	2301	100	426.332	35.4	5.83
JAACYQ010023465.1	1	2362	8018	2362	100	337.436	35.3	27.6
JAACYQ010023466.1	1	2261	15330	2260	99.9558	676.084	35.3	11.1
JAACYQ010023467.1	1	1477	12155	1477	100	819.929	35.4	8.66
JAACYQ010023468.1	1	1130	1474	1130	100	129.45	35.4	5.18
JAACYQ010023469.1	1	2493	8871	2493	100	354.618	35.2	19.1
JAACYQ010023470.1	1	1277	8023	1276	99.9217	622.555	35.1	7.89
JAACYQ010023768.1	1	5018	6347	5018	100	126.323	35	53.3
JAACYQ010023821.1	1	11730	7690	11730	100	65.2853	35.1	4.94
JAACYQ010023848.1	1	11733	6929	11733	100	58.9596	35.1	1.66
JAACYQ010023879.1	1	22234	13227	22234	100	59.1571	34.9	1.37
JAACYQ010023880.1	1	22237	12851	22232	99.9775	57.4443	34.9	0.35
MU014508.1	1	16458	9509	16361	99.4106	57.484	34.8	2.28
JAACYQ010023883.1	1	16287	9048	16281	99.9632	54.7653	34.8	0.568
JAACYQ010023972.1	1	6331	7528	6331	100	117.622	35	15.3
JAACYQ010024011.1	1	38952	22837	38950	99.9949	58.0724	34.7	1.8
JAACYQ010024012.1	1	38960	21698	38924	99.9076	55.229	34.8	0.113
JAACYQ010024013.1	1	4152	2523	4152	100	60.6693	34.9	0.699
JAACYQ010024014.1	1	4153	2389	4117	99.1332	57.0082	35	0.0841
JAACYQ010024015.1	1	1254	2131	1254	100	160.023	34.4	50.6
JAACYQ010024031.1	1	7612	7460	7598	99.8161	95.9298	35	20
JAACYQ010024275.1	1	4566	2627	4566	100	56.6527	35.1	7.99
JAACYQ010024383.1	1	4575	2640	4575	100	57.2586	35	8.9
MU014509.1	1	10036	7272	9944	99.0833	71.2113	35	24.5
JAACYQ010024587.1	1	7149	4471	7149	100	62.3364	35.3	3.35
JAACYQ010024724.1	1	2684	15593	2684	100	574.965	35	15.6
JAACYQ010024725.1	1	3006	7094	3006	100	234.563	35	23.6
JAACYQ010024752.1	1	2757	1507	2757	100	54.2329	34.9	0.378
JAACYQ010024785.1	1	7158	8520	7158	100	118.395	35.1	54.4
JAACYQ010024842.1	1	2245	5909	2245	100	261.354	35.2	15.6
JAACYQ010024843.1	1	2335	5052	2335	100	215.693	35.1	28.8
MU014510.1	1	26660	28234	26441	99.1785	104.753	35	58.3
JAACYQ010024952.1	1	2757	1457	2757	100	52.6028	34.9	0.0391
JAACYQ010025297.1	1	11058	4063	11057	99.991	35.0306	33.1	11.7
JAACYQ010025300.1	1	10866	4583	10849	99.8435	40.4806	33.1	13.7
MU014511.1	1	1330	2713	1230	92.4812	200.702	35	35.1
JAACYQ010025615.1	1	79027	45016	78987	99.9494	56.5907	34.7	0.113
JAACYQ010025616.1	1	79012	47352	79012	100	59.571	34.7	1.58
MU014512.1	1	31523	20039	31424	99.6859	63.1936	35	0.506
MU014513.1	1	31522	20549	31423	99.6859	64.7475	34.9	0.818
CM021736.1	1	36759877	45149372	36499419	99.2915	122.126	35	59.4
JAACYQ010012345.1	1	3036	6502	3036	100	109.068	34.8	57.7
JAACYQ010012368.1	1	1470	161217	1470	100	10861.7	35.1	60
JAACYQ010012684.1	1	7042	6913	7042	100	97.2822	35	59.6
JAACYQ010012981.1	1	2858	3421	2858	100	119.998	35.1	59.6
JAACYQ010014299.1	1	4320	3883	4320	100	86.9141	33.8	59
JAACYQ010015684.1	1	1417	27500	1417	100	1859.31	35.1	40.3
JAACYQ010015913.1	1	2992	33897	2992	100	1080.73	34.2	47.4
JAACYQ010017405.1	1	4708	15608	4708	100	325.11	35.1	54.2
JAACYQ010017913.1	1	1528	7509	1528	100	445.889	35.1	29.7
JAACYQ010018328.1	1	1385	36666	1385	100	2583.55	35.1	33.1
JAACYQ010018820.1	1	1345	177900	1345	100	12744.9	35.1	38.9
JAACYQ010019011.1	1	1362	28604	1362	100	2108.09	35.2	30.2
JAACYQ010019388.1	1	1658	140324	1658	100	8274.99	35	34.2
JAACYQ010019444.1	1	13677	14507	13670	99.9488	89.4976	33.6	59.4
JAACYQ010019592.1	1	1643	17509	1643	100	1114.31	34.7	29.3
JAACYQ010019965.1	1	1823	86202	1823	100	3916.15	35.1	43.7
MU014514.1	1	2033	287282	1937	95.2779	13307.4	35	59.4
JAACYQ010020513.1	1	1071	57423	1071	100	4247.45	35.2	54.8
MU014515.1	1	1607	157156	1599	99.5022	10176	35.2	46.2
JAACYQ010020979.1	1	1627	15400	1613	99.1395	766.066	34.8	33.6
MU014516.1	1	3240	214046	3232	99.7531	6532.91	35.1	36.3
JAACYQ010021496.1	1	1672	66660	1672	100	3797.37	35.1	46.8
JAACYQ010022912.1	1	4809	87230	4809	100	1801.16	34.9	59.7
JAACYQ010023383.1	1	6240	831538	6240	100	13178.2	35.1	52.3
MU014517.1	1	3972	94398	3885	97.8097	2252.45	34.8	46
JAACYQ010023490.1	1	3747	16781	3747	100	136.381	35	52.2
JAACYQ010023501.1	1	1088	171293	1088	100	16204.1	35.1	56.6
JAACYQ010023502.1	1	1187	34095	1187	100	2365.62	35	45.6
JAACYQ010024346.1	1	1179	146493	1179	100	11943.5	35.2	47
JAACYQ010024347.1	1	1274	37416	1274	100	3256.38	35.2	32.5
JAACYQ010024518.1	1	30294	17671	30294	100	57.6035	35	1.77
JAACYQ010024519.1	1	30300	16923	30237	99.7921	55.2548	35	0.199
MU014518.1	1	75556	43233	75456	99.8676	56.9156	35	0.715
MU014519.1	1	75555	54864	75459	99.8729	58.8166	35	12.9
JAACYQ010025363.1	1	1389	115589	1389	100	8736.32	35.1	47.6
JAACYQ010025364.1	1	1305	139269	1305	100	10423.6	35.2	41.1
JAACYQ010025472.1	1	74029	42540	73901	99.8271	57.0152	34.8	0.182
JAACYQ010025475.1	1	74013	44524	73994	99.9743	59.7271	34.8	1.67
JAACYQ010025561.1	1	44309	23901	44250	99.8668	53.5781	35	0.18
JAACYQ010025562.1	1	44307	24736	44249	99.8691	55.373	34.9	1.2
JAACYQ010025684.1	1	136925	78403	136859	99.9518	56.8757	34.8	0.158
JAACYQ010025685.1	1	136902	82562	136902	100	59.8965	34.7	1.85
JAACYQ010025692.1	1	28220	17609	28220	100	61.9673	35	1.01
JAACYQ010025693.1	1	50274	31898	50274	100	63.114	35.1	0.198
JAACYQ010025694.1	1	50275	31936	50275	100	63.2147	35.1	0.462
JAACYQ010025695.1	1	28225	18141	28225	100	63.8916	35	1.83
CM021737.1	1	39312874	48138187	39155090	99.5986	121.847	35	59.7
JAACYQ010010050.1	1	48340	53877	48340	100	110.262	34.4	59.9
MU014520.1	1	93448	94835	93357	99.9026	100.172	34.2	59.8
JAACYQ010014700.1	1	6937	8846	6937	100	126.4	35.1	59.3
JAACYQ010015061.1	1	2989	3603	2989	100	118.874	35	59.9
JAACYQ010017252.1	1	8590	8308	8590	100	95.81	34.1	59.8
JAACYQ010017507.1	1	8496	9700	8496	100	112.44	34.9	59.9
JAACYQ010018106.1	1	1652	1801	1652	100	104.725	33.8	58.4
JAACYQ010018988.1	1	1514	2757	1514	100	173.407	34.2	57.3
JAACYQ010019673.1	1	1698	1566	1698	100	90.8952	34.1	46.6
JAACYQ010020390.1	1	37053	36236	37053	100	96.2818	34	59.8
JAACYQ010020920.1	1	40007	38251	40007	100	94.3995	34	59.8
JAACYQ010021476.1	1	26356	23651	26356	100	87.271	33.7	59.1
JAACYQ010023387.1	1	12111	12444	12111	100	101.073	33.8	59.7
JAACYQ010023430.1	1	9328	8052	9326	99.9786	83.3898	33	59.4
JAACYQ010023528.1	1	9660	5807	9659	99.9896	59.5834	35.1	0.394
JAACYQ010023529.1	1	9659	5658	9658	99.9896	58.0857	35	0.0159
JAACYQ010023530.1	1	21498	13329	21497	99.9953	61.5364	35.1	0.586
JAACYQ010023531.1	1	21497	12716	21466	99.8558	58.5755	35.1	0.42
JAACYQ010023532.1	1	5756	3696	5756	100	64.4849	35.1	0.867
JAACYQ010023533.1	1	5757	3514	5716	99.2878	60.4275	35.1	0.0871
JAACYQ010023816.1	1	18980	10526	18980	100	54.8808	34.7	0.0778
JAACYQ010023817.1	1	18978	10560	18970	99.9578	55.1021	34.7	0.567
JAACYQ010023818.1	1	2154	768	2116	98.2358	35.2851	34.1	0.00391
JAACYQ010023819.1	1	2153	874	2152	99.9536	38.4343	33.9	2.69
JAACYQ010023833.1	1	6818	4153	6817	99.9853	60.8677	35	1.8
JAACYQ010023913.1	1	6320	3492	6316	99.9367	54.8536	35.1	0
CM021738.1	1	31993771	38759162	31685803	99.0374	120.49	35	59.6
JAACYQ010014276.1	1	3322	3023	3322	100	86.3287	33.4	59.3
JAACYQ010014329.1	1	1868	1692	1868	100	90.0921	33.5	59.7
JAACYQ010014728.1	1	1651	8590	1650	99.9394	510.537	34.8	33.6
JAACYQ010018083.1	1	15558	16636	15558	100	105.816	34.4	59.8
MU014521.1	1	10594	12941	10585	99.915	120.993	35	56.8
MU014522.1	1	5293	3139	5266	99.4899	58.0722	33.5	58.2
MU014523.1	1	4022	1943	4007	99.6271	45.273	33.8	38.6
JAACYQ010019320.1	1	10156	10295	10150	99.9409	99.3075	34.5	59.6
JAACYQ010019812.1	1	1702	6218	1700	99.8825	359.731	34.7	26.9
JAACYQ010022906.1	1	15076	15411	15076	100	100.091	34	59.6
JAACYQ010023424.1	1	2505	11195	2505	100	448.937	34.9	30.9
JAACYQ010023727.1	1	3268	2556	3198	97.858	65.91	34.5	0.313
JAACYQ010023728.1	1	3265	2855	3265	100	69.2628	34.3	2.01
JAACYQ010023729.1	1	13005	7404	12961	99.6617	55.6867	34.2	0.107
JAACYQ010023730.1	1	13003	7469	13003	100	57.5112	34.2	0.976
JAACYQ010024025.1	1	1989	1246	1989	100	62.3419	34.3	10.5
JAACYQ010024026.1	1	2313	1304	2313	100	53.6316	34.1	14.7
JAACYQ010024027.1	1	1760	1013	1760	100	54.4574	33.7	10.9
JAACYQ010024267.1	1	1989	1066	1989	100	52.4852	34.1	5.26
JAACYQ010024268.1	1	2313	1228	2313	100	51.5179	34.3	11.6
JAACYQ010024269.1	1	1760	968	1760	100	52.9591	34	8.75
JAACYQ010024452.1	1	3523	2010	3523	100	56.0602	35	1.95
JAACYQ010024453.1	1	4683	2994	4683	100	63.006	34.8	0.663
JAACYQ010024454.1	1	3524	1935	3476	98.6379	55.0528	35	0
JAACYQ010024455.1	1	4683	2971	4634	98.9537	62.783	34.6	0.00438
JAACYQ010024845.1	1	12234	6650	12196	99.6894	53.3762	34.6	0.167
JAACYQ010024847.1	1	12233	6962	12233	100	55.4279	34.7	1.41
JAACYQ010024882.1	1	1978	4218	1978	100	208.981	34.9	18.5
JAACYQ010024883.1	1	1969	5331	1969	100	266.012	34.9	24.8
JAACYQ010025498.1	1	76363	40625	76246	99.8468	52.5353	34.3	0.327
JAACYQ010025499.1	1	76337	43676	76337	100	56.5691	34.2	3.2
JAACYQ010025551.1	1	56328	31125	56251	99.8633	54.5902	34.6	0.124
JAACYQ010025552.1	1	56323	32302	56319	99.9929	56.8089	34.6	1.47
JAACYQ010025553.1	1	14142	7196	14142	100	50.3267	34.2	0.0952
JAACYQ010025554.1	1	14139	7685	14118	99.8515	53.7424	34.3	2.38
JAACYQ010025555.1	1	9791	5903	9791	100	59.5704	34.9	0.288
JAACYQ010025556.1	1	9792	5725	9792	100	57.839	34.9	0.214
CM021739.1	1	26247410	32273693	26053585	99.2615	122.213	35	59.6
JAACYQ010010229.1	1	2478	36395	2478	100	1473.34	34.9	60
JAACYQ010015837.1	1	6749	8692	6749	100	127.398	34.6	59.2
JAACYQ010017803.1	1	3654	4164	3654	100	113.689	35	60
JAACYQ010019183.1	1	15639	16057	15633	99.9616	93.0795	33.7	59.5
JAACYQ010023409.1	1	1991	30495	1991	100	1550.63	34.9	59.6
MU014524.1	1	5145	2791	5034	97.8426	52.3778	35	2.1
MU014525.1	1	17918	6768	12722	71.0012	36.1428	34.1	6.43
MU014526.1	1	11652	5883	11551	99.1332	48.9815	34.4	0.247
MU014527.1	1	5144	2987	5035	97.881	57.3626	34.9	2.5
JAACYQ010024328.1	1	9484	5286	9484	100	55.4075	34.9	3.96
JAACYQ010024412.1	1	9526	5498	9525	99.9895	57.6546	35	3.78
JAACYQ010024627.1	1	2784	1033	2782	99.9282	36.8721	35.4	1.74
JAACYQ010024639.1	1	2789	1541	2777	99.5697	54.1129	35	14.5
CM021740.1	1	21848734	26668790	21542027	98.5962	121.385	35	59.6
MU014528.1	1	6546	7215	6542	99.9389	110.354	35.2	59.8
JAACYQ010016941.1	1	1377	949	1377	100	65.374	32.7	59.6
JAACYQ010017002.1	1	1694	1138	1694	100	53.8294	31.7	45.1
JAACYQ010017635.1	1	6784	7779	6784	100	113.926	35	59.9
JAACYQ010017696.1	1	4087	5139	4087	100	124.025	34.8	59.9
JAACYQ010017715.1	1	1354	860	1354	100	48.2001	32.4	57.1
JAACYQ010017844.1	1	2506	10951	2506	100	385.534	35	42.8
JAACYQ010018095.1	1	2510	2461	2509	99.9602	97.9239	34.4	59.9
JAACYQ010018171.1	1	4680	4867	4680	100	101.821	34.5	59.4
JAACYQ010019334.1	1	49051	57947	49051	100	116.592	34.4	59.8
JAACYQ010019717.1	1	3802	3544	3802	100	90.7294	33.9	55.8
JAACYQ010020446.1	1	7591	6155	7556	99.5389	78.9436	33.4	59.7
JAACYQ010024655.1	1	1224	1444	1177	96.1601	116.345	35.2	55.5
CM021741.1	1	20668811	25165873	20491621	99.1427	121.094	35	59.6
JAACYQ010012643.1	1	1936	2146	1936	100	110.214	34.8	59.9
JAACYQ010014340.1	1	12043	14192	12043	100	116.926	34.8	59.9
JAACYQ010015632.1	1	10388	10848	10388	100	103.526	34	59.8
JAACYQ010015890.1	1	2349	2232	2334	99.3614	92.4112	33.4	59.8
MU014529.1	1	1143	375	1050	91.8635	27.2668	32.5	40.1
MU014530.1	1	11506	10034	11407	99.1396	83.8055	33.1	58.6
JAACYQ010023456.1	1	20251	8944	20069	99.1013	43.398	34.4	0.0424
JAACYQ010023457.1	1	20237	10108	20237	100	49.0461	34.1	5.19
JAACYQ010023579.1	1	12252	16044	12249	99.9755	130.011	35	51.4
JAACYQ010023611.1	1	1107	2569	1107	100	232.465	34.8	59.3
JAACYQ010025329.1	1	6015	2599	5999	99.734	39.5377	33.2	8.24
JAACYQ010025330.1	1	6012	2940	6011	99.9834	44.6221	33.4	10.6
JAACYQ010025331.1	1	16528	7280	16489	99.764	42.5996	33.1	19.3
JAACYQ010025332.1	1	16495	6478	16403	99.4423	38.0378	33	17.6
JAACYQ010025428.1	1	63302	30676	63215	99.8626	47.7574	34.5	0.551
JAACYQ010025429.1	1	63289	31388	63289	100	48.9767	34.4	1.85
JAACYQ010025476.1	1	94014	53792	93999	99.984	56.6269	34.4	5.33
JAACYQ010025477.1	1	152327	85113	151935	99.7427	55.4412	34.6	13.5
JAACYQ010025478.1	1	93994	52437	93914	99.9149	55.1905	34.4	4.54
JAACYQ010025479.1	1	152281	84317	151773	99.6664	54.913	34.6	13.4
JAACYQ010025481.1	1	230068	135373	229680	99.8314	58.4638	34.7	12.8
JAACYQ010025482.1	1	97783	58247	97640	99.8538	59.2027	34.7	12.8
JAACYQ010025483.1	1	97805	55445	97320	99.5041	56.2902	34.7	11.2
JAACYQ010025484.1	1	179193	110072	179018	99.9023	61.1157	34.8	12.2
JAACYQ010025485.1	1	24894	12523	24770	99.5019	49.5674	34	13
JAACYQ010025486.1	1	24966	13345	24922	99.8238	52.6093	34	15.8
JAACYQ010025489.1	1	75965	44058	75956	99.9882	57.32	34.8	10.5
JAACYQ010025491.1	1	75942	45429	75844	99.871	59.1097	34.8	11.1
JAACYQ010025493.1	1	50853	25761	50681	99.6618	50.0692	34.1	15.4
CM021742.1	1	21755569	26091723	21239358	97.6272	119.27	35	59.6
JAACYQ010010241.1	1	2870	8933	2870	100	312.366	34.2	57.8
JAACYQ010010590.1	1	116561	128446	116556	99.9957	108.899	34.2	59.8
JAACYQ010010883.1	1	13047	37673	13047	100	285.411	34.5	51.6
JAACYQ010014776.1	1	27798	39562	27798	100	141.686	35	60
JAACYQ010015120.1	1	9336	10864	9336	100	115.12	34.8	59.9
JAACYQ010015854.1	1	45348	61880	45348	100	135.727	34.8	59.9
JAACYQ010017593.1	1	4294	4591	4294	100	105.012	35	58.5
JAACYQ010017628.1	1	1833	2527	1833	100	87.5401	34.3	55.5
MU014531.1	1	3703	42854	3607	97.4075	1139.34	34.6	36.6
JAACYQ010018714.1	1	9790	6152	9789	99.9898	62.126	35	1.79
JAACYQ010019357.1	1	79122	90438	79122	100	113.121	34.7	59.9
JAACYQ010019418.1	1	1275	6179	1275	100	482.69	34.1	59.3
JAACYQ010019900.1	1	2164	4865	2164	100	205.915	34.6	13.8
JAACYQ010020973.1	1	1201	5055	1201	100	419.181	33.8	59.5
JAACYQ010023521.1	1	4035	4889	4034	99.9752	119.766	35.1	59.6
MU014532.1	1	12399	7397	11985	96.661	59.1546	34.7	0.824
MU014533.1	1	12401	7720	11975	96.5648	61.24	34.8	0.0639
JAACYQ010023757.1	1	3121	1830	3121	100	56.6373	34.4	2.66
JAACYQ010023758.1	1	3122	1685	3080	98.6547	54.5266	34.4	0
JAACYQ010023823.1	1	26229	15121	26197	99.878	57.0954	34.5	2.3
JAACYQ010023824.1	1	26235	14415	26235	100	54.426	34.6	0.195
JAACYQ010023825.1	1	7658	4220	7658	100	54.6597	34.5	0.521
JAACYQ010023826.1	1	7659	4098	7659	100	53.2336	34.7	0.0525
JAACYQ010024305.1	1	8550	5021	8547	99.9649	58.4161	35.1	1.69
JAACYQ010025571.1	1	52416	26916	52334	99.8436	50.8146	34.7	0.39
